"Accession","pvalue","for_change","Type","Values"
"E9PXX7",0.0739873381073223,-0.386666666666667,"BALB.cJ_302",-0.27
"P10649",0.104998451485603,0.266666666666667,"BALB.cJ_302",0.03
"P61514",0.0693568292392852,-0.253333333333333,"BALB.cJ_302",0.07
"P63030",0.226603353124522,-0.343333333333333,"BALB.cJ_302",-0.12
"Q9WV32",0.766597630360231,0.0266666666666667,"BALB.cJ_302",0.01
"Q91WT8",0.193842162423099,-0.196666666666667,"BALB.cJ_302",-0.4
"Q8BJL9",0.00897774682186061,0.903333333333333,"BALB.cJ_302",0.64
"Q9JLV5",0.294792952879909,-0.12,"BALB.cJ_302",-0.2
"Q8JZQ2",0.484213399903524,0.166666666666667,"BALB.cJ_302",0.06
"Q9R111",0.692867279112325,0.0366666666666667,"BALB.cJ_302",-0.39
"Q91V77",0.0210823846201601,-0.53,"BALB.cJ_302",-0.59
"Q99PV0",0.0797029709651591,-0.386666666666667,"BALB.cJ_302",-0.5
"P21440",0.710420128840559,0.0533333333333333,"BALB.cJ_302",-0.15
"P46638",0.733375415116892,0.04,"BALB.cJ_302",0.14
"Q9CR16",0.436628472115408,-0.0666666666666667,"BALB.cJ_302",-0.12
"Q9EQ06",0.385374807917,0.276666666666667,"BALB.cJ_302",1.15
"Q80VD1",0.614745894629043,0.0633333333333334,"BALB.cJ_302",0.2
"P47753",0.871294646715989,0.0133333333333333,"BALB.cJ_302",0.31
"P52760",0.270438660084343,0.09,"BALB.cJ_302",0.09
"P23591",0.828107619053759,0.09,"BALB.cJ_302",0.01
"O70570",0.00544754465431784,-0.713333333333333,"BALB.cJ_302",-0.41
"O08600",0.321354771775826,-0.23,"BALB.cJ_302",-0.35
"P47962",0.0322551634255954,-0.193333333333333,"BALB.cJ_302",-0.03
"Q9R0M5",0.00282316902250302,-0.536666666666667,"BALB.cJ_302",-0.46
"Q9Z1A1",0.677880933122732,0.07,"BALB.cJ_302",0.36
"Q9CXT8",0.533723706521805,0.05,"BALB.cJ_302",0.27
"Q80UM7",0.360678612989325,-0.0833333333333333,"BALB.cJ_302",0.03
"Q8R146",0.0492553436744153,0.243333333333333,"BALB.cJ_302",0.29
"P97371",0.563470824942415,-0.0633333333333333,"BALB.cJ_302",-0.1
"Q9CQF9",0.106961970201174,0.08,"BALB.cJ_302",0.32
"P63073",0.677538892763286,0.0533333333333333,"BALB.cJ_302",0.22
"P12710",0.00130370051374932,-0.68,"BALB.cJ_302",-0.37
"Q99P72",0.828698182703516,0.02,"BALB.cJ_302",-0.18
"Q9CRB9",0.438448608649067,0.16,"BALB.cJ_302",0.1
"Q9WV98",0.430929284727679,-0.21,"BALB.cJ_302",0.19
"Q91W64",0.663070801307253,0.0766666666666667,"BALB.cJ_302",0.25
"Q9JJL3",0.234752993349826,-0.386666666666667,"BALB.cJ_302",0.01
"P13634",0.0372422834757113,-1.06666666666667,"BALB.cJ_302",-1.14
"Q9WU79",0.117938190361317,0.406666666666667,"BALB.cJ_302",-0.18
"Q8JZQ9",0.15038398826944,-0.113333333333333,"BALB.cJ_302",-0.21
"P52792",0.59268099551662,0.173333333333333,"BALB.cJ_302",0.7
"Q9WVA4",0.00191124844645512,0.38,"BALB.cJ_302",0.31
"Q9R1P0",0.151753535063131,0.09,"BALB.cJ_302",0.02
"Q3UEB3-2",0.274664740249506,-0.1,"BALB.cJ_302",-0.06
"O09131",0.0169204584891493,-0.486666666666667,"BALB.cJ_302",-0.13
"O88851",0.263311574528117,-0.163333333333333,"BALB.cJ_302",0.03
"O09044",0.691885228774065,0.136666666666667,"BALB.cJ_302",-0.21
"O08807",0.0133908781602865,-0.4,"BALB.cJ_302",-0.19
"E9QPE7",0.990712300769042,-0.00666666666666665,"BALB.cJ_302",0.37
"Q9D1M0",0.0688499411599933,-0.106666666666667,"BALB.cJ_302",0.03
"Q60960",0.702681934767672,0.0566666666666667,"BALB.cJ_302",-0.02
"Q9DCG9",0.769938350837936,0.0166666666666667,"BALB.cJ_302",-0.01
"Q925N0",0.941422657094604,-0.00666666666666667,"BALB.cJ_302",-0.1
"Q8K157",0.103031164927865,-0.133333333333333,"BALB.cJ_302",-0.08
"P35278",0.530880900129898,-0.0366666666666667,"BALB.cJ_302",0.01
"P47934",0.00998906561519337,0.45,"BALB.cJ_302",0.48
"Q9DCG6",0.0253072509626483,-0.2,"BALB.cJ_302",-0.3
"O09158",0.0398666204693719,-0.703333333333333,"BALB.cJ_302",-0.2
"Q61584-3",0.569205017992822,0.153333333333333,"BALB.cJ_302",-0.11
"Q9CR62",0.608943540064119,-0.0533333333333333,"BALB.cJ_302",-0.14
"Q6P542",0.0213238678482188,0.27,"BALB.cJ_302",0.14
"Q01279",0.0312674426830178,-0.606666666666667,"BALB.cJ_302",-0.39
"P60122",0.241559363397767,0.106666666666667,"BALB.cJ_302",0.14
"P16331",0.683685442719907,0.0166666666666667,"BALB.cJ_302",-0.48
"Q9WU19",1,0,"BALB.cJ_302",0.48
"Q99JT9",0.13522150593106,0.223333333333333,"BALB.cJ_302",0.08
"Q7M6Y3",0.763324336950713,0.106666666666667,"BALB.cJ_302",-0.15
"Q9DCH4",0.0100211929348612,-0.22,"BALB.cJ_302",-0.18
"O09173",0.0264704653002453,0.33,"BALB.cJ_302",0.02
"Q00519",0.202788564943482,-0.0433333333333333,"BALB.cJ_302",-0.55
"Q99NF7",0.974293402346424,0.00333333333333335,"BALB.cJ_302",-0.26
"P31938",0.0228866424884276,-0.476666666666667,"BALB.cJ_302",-0.44
"P59999",0.457948961192423,0.163333333333333,"BALB.cJ_302",-0.08
"P35585",0.596273930132549,-0.0966666666666667,"BALB.cJ_302",-0.35
"P61087",0.0227602720294772,0.223333333333333,"BALB.cJ_302",-0.02
"Q9QZD9",0.367421835277152,-0.126666666666667,"BALB.cJ_302",0.18
"Q9Z1T1",0.238462941590524,0.15,"BALB.cJ_302",-0.05
"P99029",0.135331660881155,0.34,"BALB.cJ_302",0.28
"P62814",0.937899290191942,-0.0166666666666667,"BALB.cJ_302",0.15
"A0A2I3BRW0",0.151581419394373,-0.31,"BALB.cJ_302",-0.32
"P08122",0.13827772219508,0.116666666666667,"BALB.cJ_302",0.14
"Q02257",0.204894841561562,0.233333333333333,"BALB.cJ_302",-0.1
"Q9EP69",0.331277051166414,0.166666666666667,"BALB.cJ_302",0.26
"P21981",0.307909000072425,0.136666666666667,"BALB.cJ_302",0.17
"P60867",0.049280772950523,0.256666666666667,"BALB.cJ_302",0.23
"Q9QXF8",0.419027907943008,0.0566666666666666,"BALB.cJ_302",-0.38
"Q62448",0.193509239790765,0.206666666666667,"BALB.cJ_302",0.14
"Q64310",0.954173586675654,-0.0133333333333333,"BALB.cJ_302",0.06
"P17751",0.643816612618699,0.0166666666666667,"BALB.cJ_302",0.04
"P51859",0.181727011369387,-0.126666666666667,"BALB.cJ_302",0.04
"Q9D517",0.180619490770673,-0.106666666666667,"BALB.cJ_302",0.13
"P28230",0.21636172097611,-0.0766666666666667,"BALB.cJ_302",0.14
"P63158",0.0641398131149414,-0.133333333333333,"BALB.cJ_302",0.39
"D3YXK2",0.333721845701305,0.436666666666667,"BALB.cJ_302",0.09
"Q9R0P3",0.370078703122581,0.0466666666666667,"BALB.cJ_302",-0.34
"Q9CRD2",0.648791860116537,0.32,"BALB.cJ_302",-0.32
"Q80X50-5",0.879426036194803,0.0133333333333333,"BALB.cJ_302",-0.08
"D3Z5I1",0.134207530968554,-0.643333333333333,"BALB.cJ_302",-0.6
"G3X9U9",0.178300265792206,0.143333333333333,"BALB.cJ_302",0.09
"Q8R086",0.307569906538246,-0.156666666666667,"BALB.cJ_302",-0.73
"Q63918",0.273417567241584,-0.113333333333333,"BALB.cJ_302",-0.05
"P47738",0.0276579967317415,-0.203333333333333,"BALB.cJ_302",-0.25
"Q64514",0.0517464186056662,-0.406666666666667,"BALB.cJ_302",-0.44
"A0A1Y7VNF4",0.25786983243131,-0.266666666666667,"BALB.cJ_302",-0.32
"P56528",0.453164634682416,-0.276666666666667,"BALB.cJ_302",-0.13
"Q91VB8",0.501310255406084,-0.18,"BALB.cJ_302",-0.78
"Q924D0",0.200699377605011,-0.1,"BALB.cJ_302",0.03
"Q99JX3",0.298286550547365,-0.0633333333333333,"BALB.cJ_302",0.08
"F8WIT2",0.0217355923745408,0.453333333333333,"BALB.cJ_302",-0.26
"Q8C7E7",0.946817753789507,-0.0133333333333333,"BALB.cJ_302",0.56
"Q924Y0",0.0155188441862044,-0.25,"BALB.cJ_302",-0.18
"Q7TMS5",0.410599288397817,0.203333333333333,"BALB.cJ_302",-0.14
"G5E8U5",0.0369502765222196,0.336666666666667,"BALB.cJ_302",0.21
"Q9EQH3",0.547260265424303,-0.0666666666666667,"BALB.cJ_302",0.18
"Q8VCA8",0.109308606314533,-0.176666666666667,"BALB.cJ_302",-0.2
"P50516",0.149350369054868,0.19,"BALB.cJ_302",-0.02
"P48024",0.029218878868001,0.263333333333333,"BALB.cJ_302",0.12
"P47199",0.0149042413687639,0.1,"BALB.cJ_302",0.17
"A0A0R4IZY2",0.68657458559118,-0.04,"BALB.cJ_302",0.29
"Q62165",0.604517063884556,-0.116666666666667,"BALB.cJ_302",0.01
"P47941",0.410975101522428,0.18,"BALB.cJ_302",-0.11
"Q91V04",0.0418591253231526,-0.22,"BALB.cJ_302",-0.24
"Q02819",0.0888009015369842,-0.2,"BALB.cJ_302",0.07
"P63325",0.286770513858487,0.166666666666667,"BALB.cJ_302",-0.01
"P18572",0.0478802230927214,-0.36,"BALB.cJ_302",-0.21
"O08966",0.375762430274879,0.1,"BALB.cJ_302",-0.38
"P62315",0.376961337309067,0.156666666666667,"BALB.cJ_302",0.42
"P62774",0.0990847764521065,-0.353333333333333,"BALB.cJ_302",-0.18
"A0A1B0GSG5",0.319752458298981,0.0733333333333333,"BALB.cJ_302",0.03
"Q8CFA2",0.00999550708970531,-0.836666666666667,"BALB.cJ_302",-0.47
"Q99L88",0.590791081527939,0.0666666666666667,"BALB.cJ_302",0.02
"Q9JLB0",0.763024689181932,0.0533333333333333,"BALB.cJ_302",0.16
"P51855",0.527691076804551,0.106666666666667,"BALB.cJ_302",0.34
"Q80WC7-2",0.0173924739226769,0.27,"BALB.cJ_302",0.34
"P52503",0.33396586448281,0.0966666666666667,"BALB.cJ_302",0.09
"Q9EP71",0.267661660048792,0.186666666666667,"BALB.cJ_302",0.25
"Q9DBL7",0.183227513019634,-0.143333333333333,"BALB.cJ_302",-0.12
"Q62376",0.15940595731219,-0.2,"BALB.cJ_302",-0.16
"P62317",0.961490248728293,0.0133333333333333,"BALB.cJ_302",0.34
"P35505",0.203735388139253,-0.183333333333333,"BALB.cJ_302",-0.16
"P62301",0.306062216361651,-0.256666666666667,"BALB.cJ_302",-0.47
"Q9QY76",0.174767582147442,0.236666666666667,"BALB.cJ_302",0.08
"Q99J39",0.675393620466996,-0.06,"BALB.cJ_302",-0.2
"Q3U422",0.0998861743348813,-0.28,"BALB.cJ_302",-0.11
"F6ZDS4",0.227764364343359,0.206666666666667,"BALB.cJ_302",0.37
"Q60932",0.0307638177998932,0.106666666666667,"BALB.cJ_302",0.09
"O70318",0.135134959448957,-0.183333333333333,"BALB.cJ_302",-0.41
"Q923D2",1,0,"BALB.cJ_302",-0.29
"Q9DCZ4-3",0.379130700631186,0.153333333333333,"BALB.cJ_302",-0.16
"O09111",0.809161348541407,0.0433333333333333,"BALB.cJ_302",-0.29
"G3X8Q5",0.0594848932120193,0.27,"BALB.cJ_302",0.32
"P67778",0.0368062010589143,-0.173333333333333,"BALB.cJ_302",0.01
"P63037",0.156579132733016,0.113333333333333,"BALB.cJ_302",-0.14
"Q9WUR9",0.0244094977688771,-0.43,"BALB.cJ_302",0.28
"Q9QXX4",0.00573229945590258,-0.23,"BALB.cJ_302",-0.02
"O35465-2",0.207938887291148,-0.246666666666667,"BALB.cJ_302",0.23
"B1B0C7",0.0659834021867893,0.363333333333333,"BALB.cJ_302",0.15
"Q9D892",0.597735333821714,-0.14,"BALB.cJ_302",-0.41
"Q6ZWZ4",0.0962189973141916,-0.303333333333333,"BALB.cJ_302",0.22
"Q61543",0.391973034352816,0.103333333333333,"BALB.cJ_302",-0.08
"A0A0R4J1R7",0.58802681139362,0.0333333333333334,"BALB.cJ_302",-0.42
"Q9JKY5",0.0376431450560369,0.546666666666667,"BALB.cJ_302",0.43
"Q9D0R2",0.671068155006168,0.0433333333333333,"BALB.cJ_302",0.11
"Q91V41",0.827577508812671,-0.0166666666666667,"BALB.cJ_302",0.01
"Q9QXE0",0.457439418825849,0.103333333333333,"BALB.cJ_302",-0.17
"Q8BHG2-3",0.405099670256951,-0.07,"BALB.cJ_302",-0.16
"Q9WVL0",0.089761110591865,-0.18,"BALB.cJ_302",-0.23
"P62918",0.00225732568158255,-0.326666666666667,"BALB.cJ_302",-0.11
"P49312",0.100222051875617,-0.146666666666667,"BALB.cJ_302",-0.11
"Q8CGK3",0.0297639567008945,0.113333333333333,"BALB.cJ_302",0.18
"O88792",0.579643487865039,0.203333333333333,"BALB.cJ_302",0.28
"P62242",0.237263143218856,-0.04,"BALB.cJ_302",0.16
"Q8C0Z1",0.715046571386266,-0.166666666666667,"BALB.cJ_302",-0.77
"O88544",0.912159299872982,-0.02,"BALB.cJ_302",-0.02
"A0A0R4J0B2",0.0679243083495664,-0.12,"BALB.cJ_302",-0.32
"P55050",0.459281934505074,-0.483333333333333,"BALB.cJ_302",-0.47
"O55137",0.0928700962638054,-0.246666666666667,"BALB.cJ_302",-0.96
"Q9JLV1",0.192508453149107,0.146666666666667,"BALB.cJ_302",-0.01
"Q60864",0.1212986765434,0.3,"BALB.cJ_302",0.08
"Q9D8V0",0.165456374218442,-0.323333333333333,"BALB.cJ_302",-0.76
"O35286",0.0424829839103718,-0.236666666666667,"BALB.cJ_302",0.06
"G3UX44",0.218475743128835,-0.153333333333333,"BALB.cJ_302",0.14
"Q9CR98",0.828978149432638,-0.0433333333333333,"BALB.cJ_302",0.1
"Q5SVG4",0.456255359051031,0.0533333333333334,"BALB.cJ_302",0.17
"P84091",0.191732563896768,-0.173333333333333,"BALB.cJ_302",0.18
"Q924B0",0.900128892616827,-0.03,"BALB.cJ_302",0.47
"A0A0R4J137",0.53073327159726,-0.09,"BALB.cJ_302",-0.41
"P12246",0.0426200798554667,-1.34,"BALB.cJ_302",0.33
"P27612",0.322031757252018,-0.1,"BALB.cJ_302",0.11
"Q00PI9",0.20043366408661,-0.233333333333333,"BALB.cJ_302",0.15
"O88844",0.201662686891371,-0.163333333333333,"BALB.cJ_302",-0.29
"P63005",0.403692874435515,-0.12,"BALB.cJ_302",-0.31
"P10126",0.0103576429754666,0.403333333333333,"BALB.cJ_302",0.08
"O88325",0.00795950881898338,-0.323333333333333,"BALB.cJ_302",-0.65
"Q7TT50",0.882529671933852,0.0266666666666667,"BALB.cJ_302",0.02
"Q63886",0.0623754555428657,-0.356666666666667,"BALB.cJ_302",-0.34
"Q91Y97",0.014921734997589,0.203333333333333,"BALB.cJ_302",0.37
"Q9D8B4",0.185760036480424,0.256666666666667,"BALB.cJ_302",0.41
"A2AQN4",0.0132001486263407,-0.503333333333333,"BALB.cJ_302",-1.07
"F6Q8D3",0.00999404734299753,-0.236666666666667,"BALB.cJ_302",-0.14
"Q80WW9",0.0345481877390438,-0.25,"BALB.cJ_302",-0.14
"P01878",0.137265162806331,-0.706666666666667,"BALB.cJ_302",-1.2
"Q64471",0.891284329429938,0.0299999999999999,"BALB.cJ_302",-0.26
"P62305",0.677646167694805,-0.0633333333333333,"BALB.cJ_302",0.19
"A0A1Y7VM56",0.0249222778680868,-0.31,"BALB.cJ_302",-0.33
"Q3UED7",0.0314174112326729,-0.566666666666667,"BALB.cJ_302",-0.23
"P46664",0.3022054975507,-0.0766666666666667,"BALB.cJ_302",0.04
"Q9QZC8",0.333804686302347,-0.703333333333334,"BALB.cJ_302",2.01
"Q9DC50",0.482003118616648,-0.11,"BALB.cJ_302",0.14
"Q61009",0.565527646720297,-0.136666666666667,"BALB.cJ_302",0.31
"G3X8T3",0.774810905179557,0.03,"BALB.cJ_302",-0.22
"A0A0R4J050",0.200823869972987,-0.196666666666667,"BALB.cJ_302",-0.03
"O35226-2",0.0668291338168408,0.1,"BALB.cJ_302",0.06
"P27808",0.122000899614684,-0.413333333333333,"BALB.cJ_302",0.15
"Q91VM9",0.582184707021909,-0.103333333333333,"BALB.cJ_302",-0.03
"F6VW30",0.44545728849497,0.226666666666667,"BALB.cJ_302",0.15
"Q9DCD0",0.746686365255633,-0.133333333333333,"BALB.cJ_302",0.11
"Q924M7",0.198939755052645,0.383333333333333,"BALB.cJ_302",0.04
"Q9EQ80",0.447608721778084,0.446666666666667,"BALB.cJ_302",-0.04
"A2A9I0",0.912381045096505,0.02,"BALB.cJ_302",0.35
"Q8VDK1",0.0496371452603278,-0.13,"BALB.cJ_302",-0.45
"P22907",0.114729625014756,-0.316666666666667,"BALB.cJ_302",-0.3
"Q9DBN5",0.106571567704029,0.32,"BALB.cJ_302",0.26
"Q8BGD9",0.0154426668633813,0.18,"BALB.cJ_302",-0.1
"O35490",0.288804242066566,0.0933333333333334,"BALB.cJ_302",-0.02
"P52430",0.0995395105480163,-0.373333333333333,"BALB.cJ_302",0.18
"Q9JHK4",0.861488515479839,0.0666666666666667,"BALB.cJ_302",0.5
"Q61545",0.0935017820827194,0.2,"BALB.cJ_302",0.51
"P97450",0.469982619813002,-0.113333333333333,"BALB.cJ_302",0.41
"A0A286YDA2",0.0722893549775551,0.406666666666667,"BALB.cJ_302",0.75
"Q99JB2",0.140408832110537,-0.32,"BALB.cJ_302",-0.49
"A2AVJ7",0.0383107069205158,-0.263333333333333,"BALB.cJ_302",-0.25
"P14901",0.0101014386671958,0.346666666666667,"BALB.cJ_302",0.01
"O35488",0.0540708627882707,-0.266666666666667,"BALB.cJ_302",0.07
"Q5SUR0",0.0457590636043429,-0.16,"BALB.cJ_302",-0.3
"Q8VCW8",0.000196368084068224,1.05666666666667,"BALB.cJ_302",-0.42
"A0A0R4J094",0.0260022904167028,-0.63,"BALB.cJ_302",-0.18
"Q6PA06",0.251716198437439,0.133333333333333,"BALB.cJ_302",0.14
"Q8BL66",0.00594688545834408,-0.216666666666667,"BALB.cJ_302",-0.05
"O35309",0.347571273657634,-0.08,"BALB.cJ_302",-0.2
"Q91WS4",0.928130245109894,-0.0500000000000003,"BALB.cJ_302",2.66
"Q3TJZ6",0.461552089907909,0.153333333333333,"BALB.cJ_302",0.08
"Q8R1S9",0.198750353311944,-0.443333333333333,"BALB.cJ_302",-1.23
"Q8VDJ3",0.00454252162125885,-0.213333333333333,"BALB.cJ_302",0.06
"Q5FW57",0.00837376984368721,-1.35,"BALB.cJ_302",-0.55
"Q3U2P1",0.529153975218465,-0.106666666666667,"BALB.cJ_302",-0.59
"P84078",0.441929582055651,-0.07,"BALB.cJ_302",0.31
"Q9QYA2",0.135094419944492,-0.22,"BALB.cJ_302",0.16
"P46935",0.144393363816355,0.23,"BALB.cJ_302",0.16
"Q9CQZ5",0.797737506278208,0.0366666666666667,"BALB.cJ_302",-0.25
"Q99PT1",0.38971909526526,0.0833333333333333,"BALB.cJ_302",0.05
"Q8CAQ8",0.545424437985967,0.0366666666666667,"BALB.cJ_302",-0.11
"Q8K2M0",0.467595600745479,0.116666666666667,"BALB.cJ_302",-0.29
"P04938",0.00891364599644224,-2.59666666666667,"BALB.cJ_302",-2.97
"Q8JZR0",0.0228568286107804,-0.633333333333333,"BALB.cJ_302",-0.3
"Q8R2K3",0.0437284973605382,0.523333333333333,"BALB.cJ_302",0.46
"Q3B7Z2",0.738361368047095,-0.0233333333333333,"BALB.cJ_302",-0.03
"Q9D6Y9",0.180966447638632,-0.123333333333333,"BALB.cJ_302",-0.52
"Q8CG76",0.128539724874182,-0.26,"BALB.cJ_302",-0.23
"Q8CFX3",0.3132643286672,-0.273333333333333,"BALB.cJ_302",-0.43
"A2AIX1",0.983337133445621,-0.00666666666666665,"BALB.cJ_302",-0.1
"Q14C51",0.124679535641014,0.376666666666667,"BALB.cJ_302",0.32
"Q04750",0.0276543013421432,0.393333333333333,"BALB.cJ_302",0.25
"P26369",0.83625905445868,0.0566666666666667,"BALB.cJ_302",0.17
"Q8BU14",0.355562925748176,-0.283333333333333,"BALB.cJ_302",-0.12
"Q80V03",0.00409863910563649,-0.386666666666667,"BALB.cJ_302",0.14
"Q9CWS0",0.873176150533252,-0.05,"BALB.cJ_302",-1.07
"P05201",0.409903139699872,0.106666666666667,"BALB.cJ_302",-0.07
"F6V6T4",0.217676928670505,0.19,"BALB.cJ_302",0.3
"Q61646",0.0132631575547783,1.04333333333333,"BALB.cJ_302",1.13
"P47915",0.0379458630593172,-0.72,"BALB.cJ_302",-1.87
"Q9DCS9",0.137863073640477,0.373333333333333,"BALB.cJ_302",0.28
"Q8K0D5",0.254354032510264,-0.426666666666667,"BALB.cJ_302",-1.02
"Q9JJU8",0.0143002373903855,0.596666666666667,"BALB.cJ_302",0.45
"A0A1B0GS68",0.406798499543319,-0.186666666666667,"BALB.cJ_302",0.3
"Q8BP40",0.1199085492208,-0.26,"BALB.cJ_302",0.02
"Q91WT9",0.274655167708672,-0.136666666666667,"BALB.cJ_302",0.06
"Q9CR00",0.00486219380436462,0.273333333333333,"BALB.cJ_302",0.26
"P26883",0.300925564369378,0.123333333333333,"BALB.cJ_302",0.34
"Q3U3J1",0.00835038810046696,0.316666666666667,"BALB.cJ_302",1.15
"P67984",0.0690947856007978,0.116666666666667,"BALB.cJ_302",0.32
"Q9DCN1",0.326672536768787,-0.213333333333333,"BALB.cJ_302",-0.04
"Q9CPR4",0.0848282315267993,-0.256666666666667,"BALB.cJ_302",-0.15
"P35979",0.543081404946054,-0.0766666666666667,"BALB.cJ_302",0.01
"Q9Z2V4",0.141678077918539,0.306666666666667,"BALB.cJ_302",0.13
"Q80W54",0.598989033633276,-0.0766666666666667,"BALB.cJ_302",0.08
"Q9EP89",0.0156326225437466,0.543333333333333,"BALB.cJ_302",0.51
"Q569X9",0.0234567471738115,0.73,"BALB.cJ_302",0.78
"Q9WVT6",0.0696294640808074,-0.403333333333333,"BALB.cJ_302",-0.38
"P29351-2",0.514517225920004,-0.276666666666667,"BALB.cJ_302",0.02
"P02463",0.856634847009781,-0.123333333333333,"BALB.cJ_302",0
"P01872",0.0313621704837155,-0.87,"BALB.cJ_302",0.66
"Q91VR5",0.228659623152522,0.15,"BALB.cJ_302",0.08
"Q5SXR6",0.00648491720940536,0.136666666666667,"BALB.cJ_302",0.14
"Q91WL5",0.0265184035941163,0.236666666666667,"BALB.cJ_302",0.04
"Q01339",0.323576107070844,0.123333333333333,"BALB.cJ_302",0.55
"Q8BWF0",0.476834194448237,-0.0333333333333333,"BALB.cJ_302",-0.13
"O89079",0.0885687129391886,-0.223333333333333,"BALB.cJ_302",0.01
"Q8BMS1",0.0119162634194484,-0.18,"BALB.cJ_302",0.07
"O89086",0.0786291879358828,-0.463333333333333,"BALB.cJ_302",-0.11
"Q61033",0.232499395781751,0.196666666666667,"BALB.cJ_302",0.14
"Q91YN5",0.662019568115156,0.0866666666666667,"BALB.cJ_302",0
"Q9CXF0",0.0948702063008176,-0.206666666666667,"BALB.cJ_302",-0.47
"Q9DBS5",0.521002924730318,-0.0733333333333333,"BALB.cJ_302",-0.18
"P70296",2.38357849190533e-05,1.18666666666667,"BALB.cJ_302",-0.09
"Q8R2P8",0.155999247505377,0.0833333333333333,"BALB.cJ_302",-0.08
"Q6GT24",0.623760647771316,-0.976666666666667,"BALB.cJ_302",-1.58
"Q99JY0",0.000203801838998427,-0.296666666666667,"BALB.cJ_302",-0.11
"Q91YR1",0.0739658777181788,0.43,"BALB.cJ_302",0.07
"Q6NZC7",0.300252318356845,-0.07,"BALB.cJ_302",-0.1
"Q8K3J1",0.985158895963683,0.00333333333333334,"BALB.cJ_302",-0.21
"Q05816",0.01737019822236,-1.27333333333333,"BALB.cJ_302",0.35
"Q8BTY1",0.0227181564126158,-0.913333333333333,"BALB.cJ_302",-0.97
"Q64378",0.0705359632251764,0.46,"BALB.cJ_302",0.2
"P16406",0.931105020301305,-0.02,"BALB.cJ_302",0.28
"P62754",0.132053463022603,-0.22,"BALB.cJ_302",0.26
"K3W4M4",0.401862155517024,0.156666666666667,"BALB.cJ_302",0.34
"Q8K182",0.868973455728616,-0.04,"BALB.cJ_302",-0.28
"P00397",0.315577480564587,0.153333333333333,"BALB.cJ_302",-0.03
"Q3U2G2",0.0327467925982586,0.133333333333333,"BALB.cJ_302",0.13
"Q9JIM1-2",0.607671073235021,-0.0566666666666666,"BALB.cJ_302",-0.26
"Q8K169",0.0108599193650434,0.67,"BALB.cJ_302",0.28
"Q3TBW2",0.691688392571037,-0.04,"BALB.cJ_302",0.32
"P01837",0.0427359850818331,-0.516666666666667,"BALB.cJ_302",-0.6
"O35452",0.556533741054416,0.0766666666666667,"BALB.cJ_302",0.31
"Q8VBZ3",0.0718792886017726,0.18,"BALB.cJ_302",0.23
"A0A1B0GRV0",0.370158439535502,-0.0733333333333333,"BALB.cJ_302",0.13
"P06745",0.00671551709057282,0.256666666666667,"BALB.cJ_302",0.51
"Q8BG73",0.341666560387725,0.126666666666667,"BALB.cJ_302",0.23
"Q78IK2",0.321097595198757,0.216666666666667,"BALB.cJ_302",0.57
"A0JNU3",0.48008471107467,-0.07,"BALB.cJ_302",-0.07
"Q62261",0.548890945201218,0.0266666666666667,"BALB.cJ_302",-0.07
"O35685",0.00150521104130544,0.633333333333333,"BALB.cJ_302",0.56
"A2ABY3",0.0163452466131023,-0.373333333333333,"BALB.cJ_302",-0.03
"Q9EPL8",0.357812674899767,0.146666666666667,"BALB.cJ_302",0
"Q9R099",0.206124864662236,-0.106666666666667,"BALB.cJ_302",-0.03
"Q8R4H7",0.266674721478387,0.206666666666667,"BALB.cJ_302",0.03
"Q9CQ69",0.00658997740764319,-0.403333333333333,"BALB.cJ_302",-0.18
"P97379",0.0767049784556752,0.246666666666667,"BALB.cJ_302",-0.14
"A2A5R2",0.78541713936072,0.0533333333333333,"BALB.cJ_302",-0.26
"Q6ZWV3",0.0729438940442801,-0.126666666666667,"BALB.cJ_302",0.17
"Q91VD9",0.152451591865013,-0.12,"BALB.cJ_302",-0.11
"Q9WUZ9",0.0228875819662465,0.226666666666667,"BALB.cJ_302",-0.12
"P61164",0.962967895821642,0.00333333333333333,"BALB.cJ_302",0
"P41317",0.453113141792825,0.3,"BALB.cJ_302",0.22
"Q9Z2U1",0.0964561403887288,0.0933333333333333,"BALB.cJ_302",0.06
"Q6PHQ8",0.182322980998083,2.27333333333333,"BALB.cJ_302",0.4
"Q3URS9",0.748709097031797,0.0566666666666666,"BALB.cJ_302",-0.39
"Q5XJY5",0.0282028777024912,-0.19,"BALB.cJ_302",-0.15
"Q8BWM0",0.490981851885415,-0.413333333333333,"BALB.cJ_302",0.01
"Q05915",0.352486245610254,-0.323333333333333,"BALB.cJ_302",-0.12
"Q91VT4",0.0969025702249189,-0.173333333333333,"BALB.cJ_302",0.08
"Q05421",0.137285938263798,0.05,"BALB.cJ_302",0.26
"Q9CXN7",0.267429736305855,0.17,"BALB.cJ_302",0.23
"Q99LB2",0.400954710627058,-0.0866666666666667,"BALB.cJ_302",0.12
"Q8CHR6",0.118157762215247,-0.233333333333333,"BALB.cJ_302",-0.25
"O70194",0.142393800871364,-0.61,"BALB.cJ_302",-0.77
"Q9DAU1",0.0932395787902161,-0.233333333333333,"BALB.cJ_302",-0.07
"Q8K268",0.423010505149336,-0.113333333333333,"BALB.cJ_302",0.1
"Q9DB20",0.13880536822762,-0.296666666666667,"BALB.cJ_302",-0.13
"Q8CGS6",0.00552201211278416,0.546666666666667,"BALB.cJ_302",0.2
